RatePer100000,ISOWeekStartDate,ISOWeekEndDate,ISOYear,ISOWeek,Region,RegionSortOrder,DiseaseName,Denominator,Numerator
2.7744,30/05/2016,05/06/2016,2016,22,National,0,Influenza-like illness,3856714,107
2.6996,06/06/2016,12/06/2016,2016,23,National,0,Influenza-like illness,3889499,105
2.4042,13/06/2016,19/06/2016,2016,24,National,0,Influenza-like illness,3868279,93
2.1555,20/06/2016,26/06/2016,2016,25,National,0,Influenza-like illness,3804289,82
2.4233,27/06/2016,03/07/2016,2016,26,National,0,Influenza-like illness,3879081,94
2.6154,04/07/2016,10/07/2016,2016,27,National,0,Influenza-like illness,3900005,102
2.8633,11/07/2016,17/07/2016,2016,28,National,0,Influenza-like illness,3876703,111
2.1855,18/07/2016,24/07/2016,2016,29,National,0,Influenza-like illness,3889228,85
2.1829,25/07/2016,31/07/2016,2016,30,National,0,Influenza-like illness,3893974,85
2.0582,01/08/2016,07/08/2016,2016,31,National,0,Influenza-like illness,3886949,80
2.0667,08/08/2016,14/08/2016,2016,32,National,0,Influenza-like illness,3919321,81
2.1117,15/08/2016,21/08/2016,2016,33,National,0,Influenza-like illness,3930512,83
1.4451,22/08/2016,28/08/2016,2016,34,National,0,Influenza-like illness,3944384,57
1.9933,29/08/2016,04/09/2016,2016,35,National,0,Influenza-like illness,3913086,78
1.989,05/09/2016,11/09/2016,2016,36,National,0,Influenza-like illness,3921574,78
2.2119,12/09/2016,18/09/2016,2016,37,National,0,Influenza-like illness,3933199,87
3.2352,19/09/2016,25/09/2016,2016,38,National,0,Influenza-like illness,3925604,127
5.2587,26/09/2016,02/10/2016,2016,39,National,0,Influenza-like illness,3974332,209
4.9057,03/10/2016,09/10/2016,2016,40,National,0,Influenza-like illness,3954600,194
6.7935,10/10/2016,16/10/2016,2016,41,National,0,Influenza-like illness,3959682,269
5.7527,17/10/2016,23/10/2016,2016,42,National,0,Influenza-like illness,3928565,226
7.2519,24/10/2016,30/10/2016,2016,43,National,0,Influenza-like illness,3998945,290
6.4786,31/10/2016,06/11/2016,2016,44,National,0,Influenza-like illness,3966897,257
6.3542,07/11/2016,13/11/2016,2016,45,National,0,Influenza-like illness,3934428,250
6.2958,14/11/2016,20/11/2016,2016,46,National,0,Influenza-like illness,3955046,249
6.9537,21/11/2016,27/11/2016,2016,47,National,0,Influenza-like illness,3897219,271
6.9911,28/11/2016,04/12/2016,2016,48,National,0,Influenza-like illness,3962184,277
8.5151,05/12/2016,11/12/2016,2016,49,National,0,Influenza-like illness,3934195,335
10.9832,12/12/2016,18/12/2016,2016,50,National,0,Influenza-like illness,3978821,437
